subject,segment_index,label_id,label_name,window_start_sample,window_end_sample,window_start_seconds,window_end_seconds,mean,std,min,max,median,range,energy,rms,skewness,kurtosis
S2,1,1,baseline,19620,20899,306.562,326.562,1.5733125962550822,68.82909748349482,-261.57797884235845,340.14819625192536,1.675248315516432,601.7261750942838,6067097.565334998,68.84707672020626,0.0432196102864487,3.1703586105291635
S2,1,1,baseline,20260,21539,316.562,336.562,-1.1786396126258432,123.2607572874905,-341.9833810340576,429.94571913840133,-2.26583597387338,771.9291001724589,19449092.452380285,123.2663923314952,0.569828820238418,1.791372798338501
S2,1,1,baseline,20900,22179,326.562,346.562,0.042161070113739464,135.51056108394783,-399.37487881970657,429.94571913840133,2.4905308413256364,829.3205979581079,23504785.846838,135.5105676426831,0.2811123154428897,0.8845700130668788
S2,1,1,baseline,21540,22819,336.562,356.562,0.601332897604664,100.55128483730739,-399.37487881970657,327.64883543115667,7.084026124055146,727.0237142508632,12941980.779119443,100.55308291488166,-0.27946085535819026,1.9644709127906683
S2,1,1,baseline,22180,23459,346.562,366.562,-0.6938920386415186,95.47654263161539,-313.5057389549676,332.22701995787196,6.432103025773567,645.7327589128396,11668802.149181392,95.4790640876206,-0.18158312575626917,2.3501093284136143
S2,1,1,baseline,22820,24099,356.562,376.562,0.2586214583495491,72.02886498553836,-313.5057389549676,332.22701995787196,5.184571256798115,645.7327589128396,6640927.07348945,72.02932927747996,-0.34608666384555775,6.272574606202419
S2,1,1,baseline,23460,24739,366.562,386.562,0.09590423823098089,29.55367042665067,-77.64059826704998,198.2538626188673,2.695743972291102,275.8944608859173,1117988.6506367964,29.553826035049966,1.8661761361151072,10.886643931368946
S2,1,1,baseline,24100,25379,376.562,396.562,-0.2813017595844141,51.28620678768828,-265.58032035485337,198.2538626188673,1.8014176437493998,463.83418297372066,3366853.295807321,51.28697824350221,-0.26447857314536566,6.06595663730592
S2,1,1,baseline,24740,26019,386.562,406.562,-0.17398004702750725,53.2404382831281,-265.58032035485337,173.03113407910092,2.796201512141404,438.6114544339543,3628255.408174511,53.24072254990851,-0.6627835635044488,4.8288280791976685
S2,1,1,baseline,25380,26659,396.562,416.562,0.053877911098260525,33.273272296085416,-177.10564314336412,137.37181631323367,2.8433850241405043,314.4774594565978,1417105.3467119995,33.27331591709413,-0.41117423299673267,5.85792200509702
S2,1,1,baseline,26020,27299,406.562,426.562,-0.6148287697331523,46.217066007976456,-154.9915690298704,191.0643886985829,2.2339264239940446,346.0559577284533,2734585.8621462327,46.22115538151058,0.4748806658185861,4.122781646171364
S2,1,1,baseline,26660,27939,416.562,436.562,0.006436510355917235,47.2257999944264,-154.9915690298704,191.0643886985829,2.275461329031078,346.0559577284533,2854753.5699740555,47.22580043304963,0.4853726843093746,3.695523875934126
S2,1,1,baseline,27300,28579,426.562,446.562,0.8900898883736467,19.850440544173683,-56.1142454204918,104.33253458796952,3.8941013638449378,160.4467800084613,505385.2797531641,19.87038625208779,0.7857980509974102,3.9207551000072085
S2,1,1,baseline,27940,29219,436.562,456.562,0.17308445760752922,16.88741627791851,-35.72231502383657,30.44060999927213,4.0797037762797626,66.1629250231087,365074.92706966057,16.888303253233353,-0.30002346320414736,-1.0651631963588657
S2,1,1,baseline,28580,29859,446.562,466.562,0.27948092762305576,62.82283283816195,-361.0066037763161,224.8479006448694,4.676630604000949,585.8545044211855,5051886.637312698,62.82345450069222,-1.9256214533912428,12.587644884033981
S2,1,1,baseline,29220,30499,456.562,476.562,0.24121554968753794,80.94930112434702,-361.0066037763161,309.6306140707329,2.6161715507518615,670.637217847049,8387644.847950874,80.94966051480154,-0.9817149760233091,5.886295269960497
S2,1,1,baseline,29860,31139,466.562,486.562,-0.6252498813083687,122.05411312639303,-618.4916489301164,340.9579357808605,1.0297912786794141,959.449584710977,19068924.759660065,122.05571460806097,-0.9066850853157759,3.778932780127029
S2,1,1,baseline,30500,31779,476.562,496.562,-0.35660049892256623,120.3585804170884,-618.4916489301164,340.9579357808605,5.268049530113949,959.449584710977,18542483.25623369,120.3591086870145,-0.8798885323799294,3.8529013327025172
S2,1,1,baseline,31140,32419,486.562,506.562,0.20096423565169955,63.89656746051076,-217.93831725878897,263.16986912571616,4.849612864894959,481.10818638450513,5225999.001420305,63.89688349097797,0.1182885743631719,2.9355203423015244
S2,1,1,baseline,31780,33059,496.562,516.562,0.4023750018701803,45.67549899857045,-217.93831725878897,166.1941490345766,4.335091978223172,384.1324662933656,2670608.786445491,45.67727131091064,-0.49356175277623915,3.8815619331272417
S2,1,1,baseline,32420,33699,506.562,526.562,0.10265588517702273,29.425954498729777,-147.5159996710907,124.53412144982003,3.16080401987054,272.0501211209107,1108348.5905818583,29.426133561718174,-0.14424424099400976,5.529506351683626
S2,1,1,baseline,33060,34339,516.562,536.562,-0.003007979890662771,30.10552988487979,-147.5159996710907,124.53412144982003,3.4076382774194833,272.0501211209107,1160118.9615325865,30.10553003515024,-0.23204244730978602,4.80268600673587
S2,1,1,baseline,33700,34979,526.562,546.562,-0.1490174299847041,23.102934352414632,-90.00837711656072,96.52061744623452,4.474995023428868,186.52899456279525,683222.7608146167,23.103414939926505,0.15454675086962558,2.6735595502174547
S2,1,1,baseline,34340,35619,536.562,556.562,-0.43748745898414876,16.144493489074517,-50.32142848385687,28.879941994902808,5.162546308463609,79.20137047875969,333870.1635782885,16.150419972729438,-0.5428226767081634,-0.7956127945677216
S2,1,1,baseline,34980,36259,546.562,566.562,0.1320609583767057,14.875049131331359,-29.962363973870325,24.661946322080293,4.88174695065096,54.62431029595062,283244.19424799894,14.875635339582951,-0.4183599309537212,-1.0766588656951952
S2,1,1,baseline,35620,36899,556.562,576.562,0.12037246853493833,16.6656536014635,-34.64590835440449,66.91845135640455,2.846914795466591,101.56435971080904,355530.87935379794,16.666088308153014,0.05382173499256049,-0.11933548993053922
S2,1,1,baseline,36260,37539,566.562,586.562,-0.15205164785936987,16.67108122210321,-34.64590835440449,66.91845135640455,2.67395666887351,101.56435971080904,355773.52808650123,16.671774615126584,0.08802509068244238,-0.11627909660577007
S2,1,1,baseline,36900,38179,576.562,596.562,0.9277858076935758,19.31839327624317,-62.9552809867517,70.92235242747284,4.263770703677242,133.87763341422453,478798.21475911024,19.340659380707653,0.19505322046221857,1.1486580356414349
S2,1,1,baseline,37540,38819,586.562,606.562,-0.3475920741740923,74.45392608508465,-500.1458927063511,371.2154986447714,0.5194924309812357,871.3613913511225,7095690.150058593,74.4547374566137,-0.07486304917397786,16.280082543018846
S2,1,1,baseline,38180,39459,596.562,616.562,0.8051561515275756,88.24380816620014,-500.1458927063511,371.2154986447714,-1.9650916700518564,871.3613913511225,9968150.983809885,88.24748130174295,-0.07194538810263287,7.430897334824408
S2,1,1,baseline,38820,40099,606.562,626.562,0.255901360772803,74.81654549920155,-255.8199746201127,226.4776858041467,4.488068169429944,482.2976604242594,7164903.636403893,74.81698313845955,-0.20063310482329483,0.9526712476865855
S2,1,1,baseline,39460,40739,616.562,636.562,-1.608005489730261,83.94248057387223,-398.8016936558161,303.92710396676165,5.825707716815636,702.7287976225778,9022624.929983899,83.95788066971392,-0.6801079682438159,3.879778878290667
S2,1,1,baseline,40100,41379,626.562,646.562,1.0022487032961909,65.31515356457514,-398.8016936558161,303.92710396676165,5.7224398431819585,702.7287976225778,5461854.448162934,65.32284277055992,-1.2789290521984125,11.478818086931145
S2,1,1,baseline,40740,42019,636.562,656.562,1.0793931258732763,62.202555650981665,-341.3235544287882,330.100803317137,3.5284746555731044,671.4243577459251,4954013.464363076,62.21192023265038,-0.10928456344551478,11.517781961567636
S2,1,1,baseline,41380,42659,646.562,666.562,-0.7376864319967096,83.97779292776369,-341.3235544287882,355.2433569583497,4.224514076931804,696.5669113871379,9027601.774451595,83.98103289606712,0.01198182071751867,5.832366732064646
S2,1,1,baseline,42020,43299,656.562,676.562,-0.9940521638876497,87.33144069901222,-399.14304543013486,355.2433569583497,4.980192666608962,754.3864023884846,9763543.90306511,87.33709792676659,-0.41496529125591497,5.550141042657241
S2,1,1,baseline,42660,43939,666.562,686.562,0.0153012311672855,78.73035055232698,-399.14304543013486,262.40407464308606,5.300574787242167,661.5471200732209,7934039.46524156,78.7303520392229,-0.7982956318234266,4.999899209268572
S2,1,1,baseline,43300,44579,676.562,696.562,-0.1256370041230579,46.090008444393234,-201.23055164448675,150.4121848202809,4.064893452451235,351.64273646476767,2719109.9687181376,46.09017968137079,-0.8225467238753537,4.09912445496485
S2,1,1,baseline,43940,45219,686.562,706.562,-0.1181863309357,23.425902011590896,-158.86057717115594,133.84621748479614,1.8165515152526157,292.7067946559521,702447.1719238125,23.42620014141172,0.1817382142575039,13.074265798064413
S2,1,1,baseline,44580,45859,696.562,716.562,-0.013985977752976986,92.19272531302371,-659.6806182159312,541.3758966151139,2.8733197778182493,1201.0565148310452,10879358.459200282,92.19272637388603,-0.18268739078256716,23.02301181141497
S2,1,1,baseline,45220,46499,706.562,726.562,0.13753145692176255,111.06637343732018,-659.6806182159312,541.3758966151139,5.620220078203369,1201.0565148310452,15789770.525977481,111.0664585886302,-0.12230430309008104,10.634960588338739
S2,1,1,baseline,45860,47139,716.562,736.562,-0.17863701758518208,66.27860550929906,-296.29123426471256,287.4538588466919,4.199822008337385,583.7450931114045,5622893.388084915,66.27884624404184,-0.05008048254731386,7.345191664519028
S2,1,1,baseline,46500,47779,726.562,746.562,-0.22823098663602376,12.170610187860314,-30.165979934891595,25.376025405895493,3.0531446076306814,55.542005340787085,189665.07741198095,12.172749965727142,-0.421978246077345,-0.9121115685797445
S2,1,1,baseline,47140,48419,736.562,756.562,-0.03486690462680906,13.29208550891163,-36.87407841397727,30.423183291214258,3.7756967113878277,67.29726170519153,226151.3636828887,13.292131239092427,-0.4241812634460166,-0.8200645189921589
S2,1,1,baseline,47780,49059,746.562,766.562,0.009019742309718203,13.895762760656819,-36.87407841397727,30.423183291214258,4.697842149807627,67.29726170519153,247158.14919194646,13.895765688014755,-0.44679684553663934,-0.9461187777651805
S2,1,1,baseline,48420,49699,756.562,776.562,0.04279735405650907,13.239206318481806,-29.06053670488807,20.65634548093805,5.088605449978695,49.71688218582612,224356.3719127588,13.239275492142417,-0.4879360952258411,-1.0680797795426884
S2,1,1,baseline,49060,50339,766.562,786.562,0.12579865419569242,52.240986755740536,-344.2523021216719,294.09166478717333,5.282453115225161,638.3439669088452,3493294.748819015,52.241138219939806,-0.6977234631899031,16.15008564632162
S2,1,1,baseline,49700,50979,776.562,796.562,0.22263159156730356,65.5757591742851,-344.2523021216719,294.09166478717333,3.7688911078377068,638.3439669088452,5504294.087820033,65.57613709352968,-0.6621194225175068,8.061586941317845
S2,1,1,baseline,50340,51619,786.562,806.562,-0.13392000389489817,59.25152640473558,-261.8940858519357,225.5554893767638,2.471993907381567,487.4495752286995,4493774.484298906,59.25167774720409,-0.2321412103397277,4.14091397878493
S2,1,1,baseline,50980,52259,796.562,816.562,-0.03660577062637822,89.07507041997674,-338.2876173082191,366.3767808563241,0.44657940640460914,704.6643981645432,10155992.97319201,89.07507794162326,0.5215275239139912,4.143032611966272
S2,1,1,baseline,51620,52899,806.562,826.562,0.22621248293666607,78.5500152994935,-338.2876173082191,366.3767808563241,2.8392797243988133,704.6643981645432,7897799.776816765,78.55034102814639,0.6739300535623658,8.115067626341267
S2,1,1,baseline,52260,53539,816.562,836.562,-0.15553087931268464,14.747692043204673,-33.509706845585306,22.386060852102865,4.907567578792069,55.89576769768817,278423.8213831964,14.748512143793427,-0.5483997194578267,-1.0222384415610022
S2,1,1,baseline,52900,54179,826.562,846.562,0.06176460286958683,15.643742640698116,-33.509706845585306,24.3514095659707,5.584955415834207,57.86111641155601,313255.0383034421,15.643864569682396,-0.5406104295302142,-1.059814047585786
S2,1,1,baseline,53540,54819,836.562,856.562,-0.03463455254886716,38.158338779915546,-135.40150166365223,343.0640480678524,3.173314462086093,478.46554973150467,1863756.8230336476,38.15835449800001,3.519604383154001,31.703392477296816
S2,1,1,baseline,54180,55459,846.562,866.562,-0.13369890341392368,38.687809379464234,-135.40150166365223,343.0640480678524,3.1484376752423153,478.46554973150467,1915858.521572525,38.68804039982557,3.3875221617756544,29.90029059247548
S2,1,1,baseline,54820,56099,856.562,876.562,0.18509682058334653,18.579177805549225,-38.26016050117096,34.66568458703251,5.098951809113856,72.92584508820346,441881.73921689985,18.580099804984982,-0.27105242778573196,-0.9525733309170321
S2,1,1,baseline,55460,56739,866.562,886.562,0.08177925476929333,18.95554035666016,-38.26016050117096,34.66568458703251,4.831823315840722,72.92584508820346,459928.5735161376,18.955716764593273,-0.2552221426031006,-1.0540990860214652
S2,1,1,baseline,56100,57379,876.562,896.562,-0.027422232519324408,18.904571054418845,-38.74617123689138,42.3814121823839,4.209365987299672,81.12758341927528,457450.9551749213,18.904590943218192,-0.23346227884828158,-1.0313827062057037
S2,1,1,baseline,56740,58019,886.562,906.562,-0.28279385819200853,41.544391978162665,-288.76187954960943,202.15019170743986,2.6246024955314993,490.9120712570493,2209301.090817866,41.545354459932796,-1.0324763185826016,11.349679841621377
S2,1,1,baseline,57380,58659,896.562,916.562,0.07285412626657957,41.25909932489079,-288.76187954960943,202.15019170743986,1.9476826442650292,490.9120712570493,2178967.7885758947,41.25916364669693,-1.0672082260020328,11.780776802291712
S2,1,1,baseline,58020,59299,906.562,926.562,0.11293916595557282,43.06891386503511,-173.19697711615296,191.9841706091054,3.307425890928367,365.18114772525837,2374328.4438643456,43.06906194438207,0.04702612838244606,5.371673476977284
S2,1,1,baseline,58660,59939,916.562,936.562,0.02280940603439898,52.387564752316514,-173.19697711615296,191.9841706091054,2.464284944189472,365.18114772525837,3512905.550012364,52.38756971789357,0.06392343515845315,1.9095325774814755
S2,1,1,baseline,59300,60579,926.562,946.562,-0.054513666184855494,36.12561724108954,-139.23594335372744,148.48507636722852,3.072431481651968,287.72101972095595,1670480.8867705688,36.12565837171009,0.07243400275144589,2.142747068499067
S2,1,1,baseline,59940,61219,936.562,956.562,0.08168129177291857,19.205582727552056,-69.33766100297507,60.77430601682501,4.47850861365667,130.1119670198001,472142.18206498766,19.205756421923912,-0.3759173071172105,0.8537955353681772
S2,1,1,baseline,60580,61859,946.562,966.562,0.219121302626118,26.768629852624166,-104.24634248664785,74.34218938121872,6.663460367190808,178.58853186786655,917257.6746650448,26.76952667366508,-0.9096590205557449,2.246253356034318
S2,1,1,baseline,61220,62499,956.562,976.562,-0.48581081498837014,41.2079122449103,-178.08209271952114,174.87691020961972,4.852364785026979,352.95900292914087,2173859.8959772,41.21077582055678,-0.2805402023410592,4.688561050754832
S2,1,1,baseline,61860,63139,966.562,986.562,-0.03558622392801221,36.728019399162875,-178.08209271952114,174.87691020961972,3.3545084485511873,352.95900292914087,1726654.3044667114,36.72803663912105,-0.270791222640814,8.436684460440565
S2,1,1,baseline,62500,63779,976.562,996.562,0.24565510508210903,18.94409945055423,-148.4108571227199,48.20529980935589,4.330537860110335,196.6161569320758,459442.2405416218,18.945692133652496,-1.2861030677938459,6.908126899441985
S2,1,1,baseline,63140,64419,986.562,1006.562,0.014867003817325797,13.933413115617714,-30.32864246629598,29.826054186566385,3.145654840517575,60.15469665286237,248499.48426018594,13.933421047189748,-0.3730428442963546,-0.9872852050627796
S2,1,1,baseline,63780,65059,996.562,1016.562,-0.0266333221038623,16.05575846481475,-46.60899023392696,31.23553539013897,2.922159147393028,77.84452562406594,329968.75419432553,16.05578055450176,-0.397589187990778,-0.6402427483836304
S2,1,1,baseline,64420,65699,1006.562,1026.562,-0.0402636162852371,16.237468871127433,-46.60899023392696,36.03185114126265,2.7537926722213086,82.64084137518961,337480.98111952475,16.237518791355676,-0.39025725935968714,-0.4983530941772907
S2,1,1,baseline,65060,66339,1016.562,1036.562,0.06476291974847193,12.92100864306631,-41.354168901298216,36.03185114126265,2.538241784122312,77.38602004256086,213704.52299515984,12.921170945002185,-0.278168726554784,-0.38353002233115063
S2,1,1,baseline,65700,66979,1026.562,1046.562,0.009283124170454316,30.9694228829661,-207.82252475764236,205.20667036072967,2.306859305737712,413.02919511837206,1227654.7070468848,30.96942427428025,0.5647878570521797,19.90617488505873
S2,1,1,baseline,66340,67619,1036.562,1056.562,-0.16779054579143668,30.718973611527414,-207.82252475764236,205.20667036072967,1.4587332382324578,413.02919511837206,1207914.8715686076,30.71943185368139,0.5953514576825165,20.668940004044323
S2,1,1,baseline,66980,68259,1046.562,1066.562,0.06680869574920809,11.980811676177265,-33.002744889582445,23.30552039380931,2.3023020678541073,56.308265283391755,183736.71913197206,11.980997947660835,-0.4070261588094729,-0.6762034041887581
S2,1,1,baseline,67620,68899,1056.562,1076.562,0.016285064901593226,15.694895111518717,-37.90741246615643,69.11009721417652,3.758122880993098,107.01750968033295,315302.3971390886,15.694903560229765,-0.2867226835634433,-0.37867231112606303
S2,1,1,baseline,68260,69539,1066.562,1086.562,-0.04377191707482993,19.56738324197214,-59.844684940448865,79.79057598782256,3.9266370775413186,139.63526092827144,490092.0357362388,19.567432200443076,-0.057549243410467146,0.5560331456731324
S2,1,1,baseline,68900,70179,1076.562,1096.562,0.1749935949067659,20.943338475111418,-59.844684940448865,79.79057598782256,5.873970655244158,139.63526092827144,561477.183028916,20.94406954823586,-0.271917104065537,-0.006254160029825595
S2,1,1,baseline,69540,70819,1086.562,1106.562,-0.28375963150163486,21.12196568657542,-51.545070747824646,31.576214989305296,6.464724048100292,83.12128573712994,571158.9811114745,21.1238716620164,-0.5509028843527168,-1.0187765116668488
S2,1,1,baseline,70180,71459,1096.562,1116.562,0.06769375550172083,23.130663781795015,-56.39642149674995,36.35077356674992,7.1718886718072135,92.74719506349987,684841.2024716511,23.130762837203996,-0.5272820934658954,-1.0060914158710936
S2,1,1,baseline,70820,72099,1106.562,1126.562,0.15038461949601864,22.989393150371047,-56.39642149674995,36.35077356674992,6.951639709453143,92.74719506349987,676524.5605838187,22.989885013981873,-0.5090606810350653,-1.030751747719561
S2,1,1,baseline,71460,72739,1116.562,1136.562,-0.26089261156897453,21.484163515964333,-47.21502461365345,33.336250467786726,6.0806743428042385,80.55127508144017,590895.8040773943,21.48574753029236,-0.4683633874675426,-1.1330362537772642
S2,1,1,baseline,72100,73379,1126.562,1146.562,0.15033836818612908,22.692693994515476,-52.40769843298625,35.57426778969481,6.358677518440443,87.98196622268105,659175.6318126945,22.693191982479405,-0.465120024498525,-1.089110840799438
S2,1,1,baseline,72740,74019,1136.562,1156.562,-0.028364328251382263,32.12086887982257,-153.6564936073583,104.57369101282679,4.944652992267397,258.23018462018507,1320641.3083262348,32.12088140337794,-0.7283297470224637,2.786147253485958
S2,1,1,baseline,73380,74659,1146.562,1166.562,-0.07989842791586126,29.649247301496978,-153.6564936073583,104.57369101282679,4.568267264067462,258.23018462018507,1125227.8391092597,29.649354955953243,-0.8296686041892141,4.657321506570947
S2,1,1,baseline,74020,75299,1156.562,1176.562,0.23915824828429125,15.929373446767887,-31.501972250933285,28.9620914655677,4.599346302759059,60.46406371650099,324866.73289512476,15.93116866630682,-0.24979347534583596,-1.067278699730818
S2,1,1,baseline,74660,75939,1166.562,1186.562,0.0643060117569398,16.01251772057458,-35.7083567477714,28.9620914655677,4.48036352998622,64.6704482133391,328198.21953902463,16.01264684600466,-0.25842488754580534,-1.0518021490333591
S2,1,1,baseline,75300,76579,1176.562,1196.562,-0.20819737317025097,37.707034992325696,-158.98424629189864,212.12935636578595,4.107735906483764,371.1136026576846,1819985.7075950974,37.70760976326489,0.3468702094688875,7.577904359662693
S2,1,1,baseline,75940,77219,1186.562,1206.562,0.9071628368777278,68.65188551925591,-227.56747431498056,386.8452826330341,2.8822454284423884,614.4127569480147,6033797.542094888,68.6578788615089,0.7900647722455972,5.012006339452075
S2,1,1,baseline,76580,77859,1196.562,1216.562,0.15123521176708418,66.83237862206038,-227.56747431498056,386.8452826330341,1.357479887536078,614.4127569480147,5717234.821595788,66.83254973717305,0.9319988743801811,5.792009825695777
S2,1,1,baseline,77220,78499,1206.562,1226.562,-0.9340491833396,33.616029749204614,-121.54505016226751,297.2193098072977,1.467915643977204,418.7643599695652,1447564.677089673,33.629003909963004,0.8686654059705055,11.173868121002627
S2,1,1,baseline,77860,79139,1216.562,1236.562,0.06106959597624286,17.533520814813684,-64.58368368451957,56.61080076351578,1.5951878919693983,121.19448444803535,393507.94452359364,17.533627167789827,-0.304802236325408,0.5996760702548167
S2,1,1,baseline,78500,79779,1226.562,1246.562,-0.1714301745008735,21.324056480588126,-64.58368368451957,60.48711924383133,0.4823644149279536,125.0708029283509,582073.3095578136,21.32474555749826,-0.14429587169008826,0.050462227472527044
S2,1,1,baseline,79140,80419,1236.562,1256.562,-0.061725326030055164,18.699376792589216,-57.98402240005571,60.48711924383133,2.794184025741118,118.47114164388704,447578.24313228496,18.699478667789048,-0.16321073194889987,0.06799509955283956
